"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000028879",0.802583583152714,-0.356978586398056,"Stx12","4","syntaxin 12","green"
"ENSMUSG00000000805",0.897380291285564,-0.387491510724619,"Car4","11","carbonic anhydrase 4","black"
"ENSMUSG00000003949",0.8542913347585,-0.350207201522685,"Hlf","11","hepatic leukemia factor","black"
"ENSMUSG00000008763",0.835196862433217,-0.379252027161546,"Man1a2","3","mannosidase, alpha, class 1A, member 2","black"
"ENSMUSG00000021708",0.898493452283081,-0.223778880256648,"Rasgrf2","13","RAS protein-specific guanine nucleotide-releasing factor 2","black"
"ENSMUSG00000022656",0.950846075925789,-0.336490848624649,"Nectin3","16","nectin cell adhesion molecule 3","black"
"ENSMUSG00000023046",0.893187050445635,-0.323526779096477,"Igfbp6","15","insulin-like growth factor binding protein 6","black"
"ENSMUSG00000023886",0.860271224902684,-0.249806674746537,"Smoc2","17","SPARC related modular calcium binding 2","black"
"ENSMUSG00000024008",0.916857562027179,-0.383510278473726,"Cpne5","17","copine V","black"
"ENSMUSG00000024921",0.807792833845765,-0.290440272242459,"Smarca2","19","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","black"
"ENSMUSG00000025221",0.811463617494152,-0.347763638834081,"Kcnip2","19","Kv channel-interacting protein 2","black"
"ENSMUSG00000025795",0.834414887025725,-0.412827277972719,"Rassf3","10","Ras association (RalGDS/AF-6) domain family member 3","black"
"ENSMUSG00000026335",0.921939751894569,-0.413886612573519,"Pam","1","peptidylglycine alpha-amidating monooxygenase","black"
"ENSMUSG00000026527",0.807313402010692,-0.316762741836058,"Rgs7","1","regulator of G protein signaling 7","black"
"ENSMUSG00000027296",0.809168974607097,-0.369842966741355,"Itpka","2","inositol 1,4,5-trisphosphate 3-kinase A","black"
"ENSMUSG00000032355",0.879714914262715,-0.453366509851501,"Mlip","9","muscular LMNA-interacting protein","black"
"ENSMUSG00000032470",0.858646820378043,-0.269847740198674,"Mras","9","muscle and microspikes RAS","black"
"ENSMUSG00000032503",0.879050441543037,-0.371214660081509,"Arpp21","9","cyclic AMP-regulated phosphoprotein, 21","black"
"ENSMUSG00000032532",0.8183199567713,-0.355463682671583,"Cck","9","cholecystokinin","black"
"ENSMUSG00000032564",0.82078054881749,-0.340669195683087,"Cpne4","9","copine IV","black"
"ENSMUSG00000032609",0.829811152405856,-0.344997403194637,"Klhdc8b","9","kelch domain containing 8B","black"
"ENSMUSG00000033910",0.877363049490256,-0.430809562369258,"Gucy1a1","3","guanylate cyclase 1, soluble, alpha 1","black"
"ENSMUSG00000035283",0.906521170560297,-0.345684050223765,"Adrb1","19","adrenergic receptor, beta 1","black"
"ENSMUSG00000036533",0.870183109492987,-0.452641393161723,"Cdc42ep3","17","CDC42 effector protein (Rho GTPase binding) 3","black"
"ENSMUSG00000038305",0.829052253411293,-0.255986859951197,"Spats2l","1","spermatogenesis associated, serine-rich 2-like","black"
"ENSMUSG00000040183",0.877767142845648,-0.256268436762298,"Ankrd6","4","ankyrin repeat domain 6","black"
"ENSMUSG00000042589",0.945360695242161,-0.323983620623372,"Cux2","5","cut-like homeobox 2","black"
"ENSMUSG00000043439",0.803890431277235,-0.486619688711374,"Epop","11","elongin BC and polycomb repressive complex 2 associated protein","black"
"ENSMUSG00000043857",0.855597309479788,-0.297522650047296,"Mgat5b","11","mannoside acetylglucosaminyltransferase 5, isoenzyme B","black"
"ENSMUSG00000047205",0.882709838852376,-0.269070614660477,"Dusp18","11","dual specificity phosphatase 18","black"
"ENSMUSG00000050248",0.859916511735896,-0.223368033431455,"Evc2","5","EvC ciliary complex subunit 2","black"
"ENSMUSG00000050271",0.823668722780674,-0.322165389511262,"Prag1","8","PEAK1 related kinase activating pseudokinase 1","black"
"ENSMUSG00000051146",0.85181857596733,-0.250939954022516,"Camk2n2","16","calcium/calmodulin-dependent protein kinase II inhibitor 2","black"
"ENSMUSG00000051401",0.848438121351478,-0.49297455771114,"Kctd16","18","potassium channel tetramerisation domain containing 16","black"
"ENSMUSG00000053141",0.834363409230456,-0.301254535778633,"Ptprt","2","protein tyrosine phosphatase, receptor type, T","black"
"ENSMUSG00000056158",0.872640839859328,-0.402731656042248,"Car10","11","carbonic anhydrase 10","black"
"ENSMUSG00000062372",0.829083023438123,-0.345179509515206,"Otof","5","otoferlin","black"
"ENSMUSG00000066189",0.866788619130542,-0.328784188365914,"Cacng3","7","calcium channel, voltage-dependent, gamma subunit 3","black"
"ENSMUSG00000068735",0.864516116039805,-0.217170258392705,"Trp53i11","2","transformation related protein 53 inducible protein 11","black"
"ENSMUSG00000090061",0.887086881860374,-0.429566287968256,"Nwd2","5","NACHT and WD repeat domain containing 2","black"
"ENSMUSG00000006782",0.897844660766197,0.345278255854581,"Cnp","11","2',3'-cyclic nucleotide 3' phosphodiesterase","greenyellow"
"ENSMUSG00000013523",0.916342723274495,0.415199306265329,"Bcas1","2","brain enriched myelin associated protein 1","greenyellow"
"ENSMUSG00000015806",0.846126737916572,0.380004555367897,"Qdpr","5","quinoid dihydropteridine reductase","greenyellow"
"ENSMUSG00000020023",0.858099124143781,0.47816618957241,"Tmcc3","10","transmembrane and coiled coil domains 3","greenyellow"
"ENSMUSG00000020486",0.838887560237535,0.353356331268838,"Septin4","11","septin 4","greenyellow"
"ENSMUSG00000026830",0.888590559336528,0.365121989727374,"Ermn","2","ermin, ERM-like protein","greenyellow"
"ENSMUSG00000027375",0.933417490779299,0.304704124370173,"Mal","2","myelin and lymphocyte protein, T cell differentiation protein","greenyellow"
"ENSMUSG00000027849",0.806709391258258,0.40807145927404,"Syt6","3","synaptotagmin VI","greenyellow"
"ENSMUSG00000027858",0.802882442406997,0.20411571983037,"Tspan2","3","tetraspanin 2","greenyellow"
"ENSMUSG00000029819",0.847106262865545,0.520715515396264,"Npy","6","neuropeptide Y","greenyellow"
"ENSMUSG00000031425",0.957973909575416,0.377338097855396,"Plp1","X","proteolipid protein (myelin) 1","greenyellow"
"ENSMUSG00000032517",0.952809219493947,0.41405193460022,"Mobp","9","myelin-associated oligodendrocytic basic protein","greenyellow"
"ENSMUSG00000032554",0.833287882056593,0.27026484385608,"Trf","9","transferrin","greenyellow"
"ENSMUSG00000032854",0.871823515679669,0.405812318516682,"Ugt8a","3","UDP galactosyltransferase 8A","greenyellow"
"ENSMUSG00000036634",0.835176027086762,0.33842577086684,"Mag","7","myelin-associated glycoprotein","greenyellow"
"ENSMUSG00000037166",0.866111485278978,0.307002886591833,"Ppp1r14a","7","protein phosphatase 1, regulatory inhibitor subunit 14A","greenyellow"
"ENSMUSG00000037625",0.87791622889144,0.224455242694611,"Cldn11","3","claudin 11","greenyellow"
"ENSMUSG00000038668",0.809058692395881,0.363020456373586,"Lpar1","4","lysophosphatidic acid receptor 1","greenyellow"
"ENSMUSG00000040258",0.821018336950284,0.443580997503934,"Nxph4","10","neurexophilin 4","greenyellow"
"ENSMUSG00000041607",0.915342779954401,0.341068317069425,"Mbp","18","myelin basic protein","greenyellow"
"ENSMUSG00000061762",0.830781812678453,0.596909492219079,"Tac1","6","tachykinin 1","greenyellow"
"ENSMUSG00000076439",0.880485255331889,0.340219720981348,"Mog","17","myelin oligodendrocyte glycoprotein","greenyellow"
"ENSMUSG00000015002",0.828595129558947,0.307479558021527,"Efr3a","15","EFR3 homolog A","tan"
"ENSMUSG00000016382",0.82484087451584,0.200682110437275,"Pls3","X","plastin 3 (T-isoform)","tan"
"ENSMUSG00000017978",0.862456737462567,0.394747750194647,"Cadps2","6","Ca2+-dependent activator protein for secretion 2","tan"
"ENSMUSG00000018334",0.861378401068156,0.362963423207528,"Ksr1","11","kinase suppressor of ras 1","tan"
"ENSMUSG00000021730",0.862948866918959,0.368912617815412,"Hcn1","13","hyperpolarization activated cyclic nucleotide gated potassium channel 1","tan"
"ENSMUSG00000028909",0.807761762962522,0.414833413869631,"Ptpru","4","protein tyrosine phosphatase, receptor type, U","tan"
"ENSMUSG00000032177",0.812329547278295,0.265215723142886,"Pde4a","9","phosphodiesterase 4A, cAMP specific","tan"
"ENSMUSG00000034825",0.840024734812062,0.541369442142246,"Nrip3","7","nuclear receptor interacting protein 3","tan"
"ENSMUSG00000038602",0.944804391572185,0.296136036627534,"Slc35f1","10","solute carrier family 35, member F1","tan"
"ENSMUSG00000039037",0.859796362593297,0.400328985157533,"St6galnac5","3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5","tan"
"ENSMUSG00000041836",0.815506741070633,0.351583334151434,"Ptpre","7","protein tyrosine phosphatase, receptor type, E","tan"
"ENSMUSG00000048251",0.90213513641259,0.476643988535675,"Bcl11b","12","B cell leukemia/lymphoma 11B","tan"
"ENSMUSG00000058297",0.90114680543201,0.218344950449567,"Spock2","10","sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2","tan"
"ENSMUSG00000079657",0.901581617250552,0.277793754870636,"Rab26","17","RAB26, member RAS oncogene family","tan"
"ENSMUSG00000014725",0.816438381401517,-0.202950015158649,"Adam28","14","a disintegrin and metallopeptidase domain 28","blue"
"ENSMUSG00000021774",0.801272073712845,-0.234430911410784,"Ube2e1","14","ubiquitin-conjugating enzyme E2E 1","blue"
"ENSMUSG00000028427",0.85255297270394,-0.315122729985766,"Aqp7","4","aquaporin 7","blue"
"ENSMUSG00000033446",0.839028314236733,-0.275520238539126,"Lpar6","14","lysophosphatidic acid receptor 6","blue"
"ENSMUSG00000039153",0.855883134860145,-0.423218413335466,"Runx2","17","runt related transcription factor 2","blue"
"ENSMUSG00000042104",0.80965576857038,-0.23786166562161,"Uggt2","14","UDP-glucose glycoprotein glucosyltransferase 2","blue"
"ENSMUSG00000043467",0.871686030041489,-0.250383572636496,"Zbtb37","1","zinc finger and BTB domain containing 37","blue"
"ENSMUSG00000051235",0.807370343713694,-0.23172865347023,"Gen1","12","GEN1, Holliday junction 5' flap endonuclease","blue"
"ENSMUSG00000053134",0.841114625489569,-0.304472277275693,"Supt7l","5","SPT7-like, STAGA complex gamma subunit","blue"
"ENSMUSG00000066820",0.81606221295489,-0.272419425188685,"Vmn2r28","7","vomeronasal 2, receptor 28","blue"
"ENSMUSG00000083587",0.828963369074592,-0.243175307126882,"Gm14741","X","predicted gene 14741","blue"
"ENSMUSG00000092111",0.824202193253314,-0.238574040261659,"Vmn2r113","17","vomeronasal 2, receptor 113","blue"
"ENSMUSG00000098905",0.864012582072164,-0.230389475614869,"Zfp953","13","zinc finger protein 953","blue"
"ENSMUSG00000020163",0.810545676015459,0.238698015542929,"Uqcr11","10","ubiquinol-cytochrome c reductase, complex III subunit XI","turquoise"
"ENSMUSG00000020349",0.892407435645966,-0.202352694542724,"Ppp2ca","11","protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform","turquoise"
"ENSMUSG00000024873",0.81596123925136,0.304572130247122,"Cnih2","19","cornichon family AMPA receptor auxiliary protein 2","turquoise"
"ENSMUSG00000038690",0.878365295024556,0.213702547282547,"Atp5j2","5","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2","turquoise"
"ENSMUSG00000054452",0.802842341299459,0.206437538180241,"Tle5","10","TLE family member 5, transcriptional modulator","turquoise"
"ENSMUSG00000023781",0.808723491277773,-0.288651988049732,"Hes7","11","hes family bHLH transcription factor 7","yellow"
"ENSMUSG00000029253",0.852021312136104,-0.219805237895841,"Cenpc1","5","centromere protein C1","yellow"
"ENSMUSG00000061798",0.813823033083648,-0.290111682710528,"Olfr1204","2","olfactory receptor 1204","yellow"
"ENSMUSG00000069892",0.904442162542103,-0.254499723536794,"9930111J21Rik2","11","RIKEN cDNA 9930111J21 gene 2","yellow"
"ENSMUSG00000090619",0.910487013114548,-0.226934115287337,"Vmn2r60","7","vomeronasal 2, receptor 60","yellow"
"ENSMUSG00000094892",0.859549392722947,-0.216011423882395,"Vmn2r101","17","vomeronasal 2, receptor 101","yellow"
"ENSMUSG00000111269",0.873624212986804,-0.20237363006109,"Gm47933","9","predicted gene, 47933","yellow"
"ENSMUSG00000111917",0.803695890940791,-0.22751969938633,"Gm48793","12","predicted gene, 48793","yellow"
"ENSMUSG00000112122",0.919377623585659,-0.219341633281504,"Gm47628","10","predicted gene, 47628","yellow"
"ENSMUSG00000113004",0.944241767643476,-0.259893593277227,"Gm47951","13","predicted gene, 47951","yellow"
"ENSMUSG00000114257",0.835887084664935,-0.259563960772673,NA,NA,NA,"yellow"
"ENSMUSG00000117148",0.903425587767754,-0.21066666980134,"Vmn1r229","17","vomeronasal 1 receptor 229","yellow"
"ENSMUSG00000118318",0.859604051507835,-0.216251695931523,"Vmn1r183","7","vomeronasal 1 receptor 183","yellow"
"ENSMUSG00000020077",0.821578181067303,0.245001132189555,"Srgn","10","serglycin","grey60"
"ENSMUSG00000020932",0.96255169065214,0.393968238858032,"Gfap","11","glial fibrillary acidic protein","grey60"
"ENSMUSG00000022952",0.827683335855065,0.20846441168852,"Runx1","16","runt related transcription factor 1","grey60"
"ENSMUSG00000025351",0.814102682242071,0.255111054258536,"Cd63","10","CD63 antigen","grey60"
"ENSMUSG00000026701",0.814761469623344,0.275433726713518,"Prdx6","1","peroxiredoxin 6","grey60"
"ENSMUSG00000026728",0.886099351699544,0.230044130163065,"Vim","2","vimentin","grey60"
"ENSMUSG00000028517",0.812255798542462,0.401464409399491,"Plpp3","4","phospholipid phosphatase 3","grey60"
"ENSMUSG00000028583",0.900556320399917,0.243622836869853,"Pdpn","4","podoplanin","grey60"
"ENSMUSG00000030111",0.83465194838862,0.372474556578555,"A2m","6","alpha-2-macroglobulin","grey60"
"ENSMUSG00000030341",0.821536442771798,0.219256514054739,"Tnfrsf1a","6","tumor necrosis factor receptor superfamily, member 1a","grey60"
"ENSMUSG00000031207",0.852667316317544,0.241781423196638,"Msn","X","moesin","grey60"
"ENSMUSG00000031762",0.866073375470232,0.318898906020517,"Mt2","8","metallothionein 2","grey60"
"ENSMUSG00000031765",0.831961432766714,0.303581802489975,"Mt1","8","metallothionein 1","grey60"
"ENSMUSG00000036896",0.836058044896964,0.208202731700013,"C1qc","4","complement component 1, q subcomponent, C chain","grey60"
"ENSMUSG00000042613",0.851416209882437,0.406405541524841,"Pbxip1","3","pre B cell leukemia transcription factor interacting protein 1","grey60"
"ENSMUSG00000051439",0.806816452150379,0.285077924268482,"Cd14","18","CD14 antigen","grey60"
"ENSMUSG00000071637",0.860736556272233,0.3324529900572,"Cebpd","16","CCAAT/enhancer binding protein (C/EBP), delta","grey60"
"ENSMUSG00000025410",0.821953943487984,-0.388198292185603,"Dctn2","10","dynactin 2","royalblue"
"ENSMUSG00000036398",0.801721092211883,-0.334011880432928,"Ppp1r11","17","protein phosphatase 1, regulatory inhibitor subunit 11","royalblue"
"ENSMUSG00000001576",0.826671706737402,-0.246996674822103,"Ergic1","17","endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1","brown"
"ENSMUSG00000019087",0.90970574447295,-0.27916107854274,"Atp6ap1","X","ATPase, H+ transporting, lysosomal accessory protein 1","brown"
"ENSMUSG00000027245",0.858354445884621,-0.247708216453065,"Hypk","2","huntingtin interacting protein K","brown"
"ENSMUSG00000027546",0.827786713269744,-0.207864348374145,"Atp9a","2","ATPase, class II, type 9A","brown"
"ENSMUSG00000030417",0.829494735022202,-0.274471555020881,"Pdcd5","7","programmed cell death 5","brown"
"ENSMUSG00000033161",0.833680798525751,-0.301115560275036,"Atp1a1","3","ATPase, Na+/K+ transporting, alpha 1 polypeptide","brown"
"ENSMUSG00000033307",0.903930999764401,-0.208629772087134,"Mif","10","macrophage migration inhibitory factor (glycosylation-inhibiting factor)","brown"
"ENSMUSG00000038274",0.809178685001965,-0.23216678421139,"Fau","19","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)","brown"
"ENSMUSG00000044627",0.896156114005944,-0.270756548777531,"Swi5","2","SWI5 recombination repair homolog (yeast)","brown"
"ENSMUSG00000046364",0.935205329153881,-0.201085921605199,"Rpl27a","7","ribosomal protein L27A","brown"
"ENSMUSG00000048758",0.949809614393719,-0.205745123293182,"Rpl29","9","ribosomal protein L29","brown"
